IdForma,Stats,Valor (base)
868 - A,Atk,40
868 - A,Def,40
868 - A,Sp Atk,50
868 - A,Sp Def,61
868 - A,Spd,34
869 - A,Hp,65
869 - A,Atk,60
869 - A,Def,75
869 - A,Sp Atk,110
869 - A,Sp Def,121
869 - A,Spd,64
870 - A,Hp,65
870 - A,Atk,100
870 - A,Def,100
870 - A,Sp Atk,70
870 - A,Sp Def,60
870 - A,Spd,75
871 - A,Hp,48
871 - A,Atk,101
871 - A,Def,95
871 - A,Sp Atk,91
871 - A,Sp Def,85
871 - A,Spd,15
872 - A,Hp,30
872 - A,Atk,25
872 - A,Def,35
872 - A,Sp Atk,45
872 - A,Sp Def,30
872 - A,Spd,20
873 - A,Hp,70
873 - A,Atk,65
873 - A,Def,60
873 - A,Sp Atk,125
873 - A,Sp Def,90
873 - A,Spd,65
874 - A,Hp,100
874 - A,Atk,125
874 - A,Def,135
874 - A,Sp Atk,20
874 - A,Sp Def,20
874 - A,Spd,70
875 - A,Hp,75
875 - A,Atk,80
875 - A,Def,110
875 - A,Sp Atk,65
875 - A,Sp Def,90
875 - A,Spd,50
875 - B,Hp,75
875 - B,Atk,80
875 - B,Def,70
875 - B,Sp Atk,65
875 - B,Sp Def,50
875 - B,Spd,130
876 - A,Hp,60
876 - A,Atk,65
876 - A,Def,55
876 - A,Sp Atk,105
876 - A,Sp Def,95
876 - A,Spd,95
876 - B,Hp,70
876 - B,Atk,55
876 - B,Def,65
876 - B,Sp Atk,95
876 - B,Sp Def,105
876 - B,Spd,85
877 - A,Hp,58
877 - A,Atk,95
877 - A,Def,58
877 - A,Sp Atk,70
877 - A,Sp Def,58
877 - A,Spd,97
877 - B,Hp,58
877 - B,Atk,95
877 - B,Def,58
877 - B,Sp Atk,70
877 - B,Sp Def,58
877 - B,Spd,97
878 - A,Hp,72
878 - A,Atk,80
878 - A,Def,49
878 - A,Sp Atk,40
878 - A,Sp Def,49
878 - A,Spd,40
879 - A,Hp,122
879 - A,Atk,130
879 - A,Def,69
879 - A,Sp Atk,80
879 - A,Sp Def,69
879 - A,Spd,30
880 - A,Hp,90
880 - A,Atk,100
880 - A,Def,90
880 - A,Sp Atk,80
880 - A,Sp Def,70
880 - A,Spd,75
881 - A,Hp,90
881 - A,Atk,100
881 - A,Def,90
881 - A,Sp Atk,90
881 - A,Sp Def,80
881 - A,Spd,55
882 - A,Hp,90
882 - A,Atk,90
882 - A,Def,100
882 - A,Sp Atk,70
882 - A,Sp Def,80
882 - A,Spd,75
883 - A,Hp,90
883 - A,Atk,90
883 - A,Def,100
883 - A,Sp Atk,80
883 - A,Sp Def,90
883 - A,Spd,55
884 - A,Hp,70
884 - A,Atk,95
884 - A,Def,115
884 - A,Sp Atk,120
884 - A,Sp Def,50
884 - A,Spd,85
885 - A,Hp,28
885 - A,Atk,60
885 - A,Def,30
885 - A,Sp Atk,40
885 - A,Sp Def,30
885 - A,Spd,82
886 - A,Hp,68
886 - A,Atk,80
886 - A,Def,50
886 - A,Sp Atk,60
886 - A,Sp Def,50
886 - A,Spd,102
887 - A,Hp,88
887 - A,Atk,120
887 - A,Def,75
887 - A,Sp Atk,100
887 - A,Sp Def,75
887 - A,Spd,142
888 - A,Hp,92
888 - A,Atk,120
888 - A,Def,115
888 - A,Sp Atk,80
888 - A,Sp Def,115
888 - A,Spd,138
888 - B,Hp,92
888 - B,Atk,150
888 - B,Def,115
888 - B,Sp Atk,80
888 - B,Sp Def,115
888 - B,Spd,148
889 - A,Hp,92
889 - A,Atk,120
889 - A,Def,115
889 - A,Sp Atk,80
889 - A,Sp Def,115
889 - A,Spd,138
889 - B,Hp,92
889 - B,Atk,120
889 - B,Def,140
889 - B,Sp Atk,80
889 - B,Sp Def,140
889 - B,Spd,128
890 - A,Hp,140
890 - A,Atk,85
890 - A,Def,95
890 - A,Sp Atk,145
890 - A,Sp Def,95
890 - A,Spd,130
890 - B,Hp,255
890 - B,Atk,115
890 - B,Def,250
890 - B,Sp Atk,125
890 - B,Sp Def,250
890 - B,Spd,130
891 - A,Hp,60
891 - A,Atk,90
891 - A,Def,60
891 - A,Sp Atk,53
891 - A,Sp Def,50
891 - A,Spd,72
892 - A,Hp,100
892 - A,Atk,130
892 - A,Def,100
892 - A,Sp Atk,63
892 - A,Sp Def,60
892 - A,Spd,97
892 - B,Hp,100
892 - B,Atk,130
892 - B,Def,100
892 - B,Sp Atk,63
892 - B,Sp Def,60
892 - B,Spd,97
893 - A,Hp,105
893 - A,Atk,120
893 - A,Def,105
893 - A,Sp Atk,70
893 - A,Sp Def,95
893 - A,Spd,105
893 - B,Hp,105
893 - B,Atk,120
893 - B,Def,105
893 - B,Sp Atk,70
893 - B,Sp Def,95
893 - B,Spd,105
894 - A,Hp,80
894 - A,Atk,100
894 - A,Def,50
894 - A,Sp Atk,100
894 - A,Sp Def,50
894 - A,Spd,200
895 - A,Hp,200
895 - A,Atk,100
895 - A,Def,50
895 - A,Sp Atk,100
895 - A,Sp Def,50
895 - A,Spd,80
896 - A,Hp,100
896 - A,Atk,145
896 - A,Def,130
896 - A,Sp Atk,65
896 - A,Sp Def,110
896 - A,Spd,30
897 - A,Hp,100
897 - A,Atk,65
897 - A,Def,60
897 - A,Sp Atk,145
897 - A,Sp Def,80
897 - A,Spd,130
898 - A,Hp,100
898 - A,Atk,80
898 - A,Def,80
898 - A,Sp Atk,80
898 - A,Sp Def,80
898 - A,Spd,80
898 - B,Hp,100
898 - B,Atk,165
898 - B,Def,150
898 - B,Sp Atk,85
898 - B,Sp Def,130
898 - B,Spd,50
898 - C,Hp,100
898 - C,Atk,85
898 - C,Def,80
898 - C,Sp Atk,165
898 - C,Sp Def,100
898 - C,Spd,150
899 - A,Hp,103
899 - A,Atk,105
899 - A,Def,72
899 - A,Sp Atk,105
899 - A,Sp Def,75
899 - A,Spd,65
900 - A,Hp,70
900 - A,Atk,135
900 - A,Def,95
900 - A,Sp Atk,45
900 - A,Sp Def,70
900 - A,Spd,85
901 - A,Hp,130
901 - A,Atk,140
901 - A,Def,105
901 - A,Sp Atk,45
901 - A,Sp Def,80
901 - A,Spd,50
901 - B,Hp,113
901 - B,Atk,70
901 - B,Def,120
901 - B,Sp Atk,135
901 - B,Sp Def,65
901 - B,Spd,52
902 - A,Hp,120
902 - A,Atk,112
902 - A,Def,65
902 - A,Sp Atk,80
902 - A,Sp Def,75
902 - A,Spd,78
902 - B,Hp,120
902 - B,Atk,92
902 - B,Def,65
902 - B,Sp Atk,100
902 - B,Sp Def,75
902 - B,Spd,78
903 - A,Hp,80
903 - A,Atk,130
903 - A,Def,60
903 - A,Sp Atk,40
903 - A,Sp Def,80
903 - A,Spd,120
904 - A,Hp,85
904 - A,Atk,115
904 - A,Def,95
904 - A,Sp Atk,65
904 - A,Sp Def,65
904 - A,Spd,85
905 - A,Hp,74
905 - A,Atk,115
905 - A,Def,70
905 - A,Sp Atk,135
905 - A,Sp Def,80
905 - A,Spd,106
905 - B,Hp,74
905 - B,Atk,115
905 - B,Def,110
905 - B,Sp Atk,135
905 - B,Sp Def,100
905 - B,Spd,46
906 - A,Hp,40
906 - A,Atk,61
906 - A,Def,54
906 - A,Sp Atk,45
906 - A,Sp Def,45
906 - A,Spd,65
907 - A,Hp,61
907 - A,Atk,80
907 - A,Def,63
907 - A,Sp Atk,60
907 - A,Sp Def,63
907 - A,Spd,83
908 - A,Hp,76
908 - A,Atk,110
908 - A,Def,70
908 - A,Sp Atk,81
908 - A,Sp Def,70
908 - A,Spd,123
909 - A,Hp,67
909 - A,Atk,45
909 - A,Def,59
909 - A,Sp Atk,63
909 - A,Sp Def,40
909 - A,Spd,36
910 - A,Hp,81
910 - A,Atk,55
910 - A,Def,78
910 - A,Sp Atk,90
910 - A,Sp Def,58
910 - A,Spd,49
911 - A,Hp,104
911 - A,Atk,75
911 - A,Def,100
911 - A,Sp Atk,110
911 - A,Sp Def,75
911 - A,Spd,66
912 - A,Hp,55
912 - A,Atk,65
912 - A,Def,45
912 - A,Sp Atk,50
912 - A,Sp Def,45
912 - A,Spd,50
913 - A,Hp,70
913 - A,Atk,85
913 - A,Def,65
913 - A,Sp Atk,65
913 - A,Sp Def,60
913 - A,Spd,65
914 - A,Hp,85
914 - A,Atk,120
914 - A,Def,80
914 - A,Sp Atk,85
914 - A,Sp Def,75
914 - A,Spd,85
915 - A,Hp,54
915 - A,Atk,45
915 - A,Def,40
915 - A,Sp Atk,35
915 - A,Sp Def,45
915 - A,Spd,35
916 - A,Hp,110
916 - A,Atk,100
916 - A,Def,75
916 - A,Sp Atk,59
916 - A,Sp Def,80
916 - A,Spd,65
916 - B,Hp,115
916 - B,Atk,90
916 - B,Def,70
916 - B,Sp Atk,59
916 - B,Sp Def,90
916 - B,Spd,65
917 - A,Hp,35
917 - A,Atk,41
917 - A,Def,45
917 - A,Sp Atk,29
917 - A,Sp Def,40
917 - A,Spd,20
918 - A,Hp,60
918 - A,Atk,79
918 - A,Def,92
918 - A,Sp Atk,52
918 - A,Sp Def,86
918 - A,Spd,35
919 - A,Hp,33
919 - A,Atk,46
919 - A,Def,40
919 - A,Sp Atk,21
919 - A,Sp Def,25
919 - A,Spd,45
920 - A,Hp,71
920 - A,Atk,102
920 - A,Def,78
920 - A,Sp Atk,52
920 - A,Sp Def,55
920 - A,Spd,92
921 - A,Hp,45
921 - A,Atk,50
921 - A,Def,20
921 - A,Sp Atk,40
921 - A,Sp Def,25
921 - A,Spd,60
922 - A,Hp,60
922 - A,Atk,75
922 - A,Def,40
922 - A,Sp Atk,50
922 - A,Sp Def,40
922 - A,Spd,85
923 - A,Hp,70
923 - A,Atk,115
923 - A,Def,70
923 - A,Sp Atk,70
923 - A,Sp Def,60
923 - A,Spd,105
924 - A,Hp,50
924 - A,Atk,50
924 - A,Def,45
924 - A,Sp Atk,40
924 - A,Sp Def,45
924 - A,Spd,75
925 - A,Hp,74
925 - A,Atk,75
925 - A,Def,70
925 - A,Sp Atk,65
925 - A,Sp Def,75
925 - A,Spd,111
925 - B,Hp,74
925 - B,Atk,75
925 - B,Def,70
925 - B,Sp Atk,65
925 - B,Sp Def,75
925 - B,Spd,111
926 - A,Hp,37
926 - A,Atk,55
926 - A,Def,70
926 - A,Sp Atk,30
926 - A,Sp Def,55
926 - A,Spd,65
927 - A,Hp,57
927 - A,Atk,80
927 - A,Def,115
927 - A,Sp Atk,50
927 - A,Sp Def,80
927 - A,Spd,95
928 - A,Hp,41
928 - A,Atk,35
928 - A,Def,45
928 - A,Sp Atk,58
928 - A,Sp Def,51
928 - A,Spd,30
929 - A,Hp,52
929 - A,Atk,53
929 - A,Def,60
929 - A,Sp Atk,78
929 - A,Sp Def,78
929 - A,Spd,33
930 - A,Hp,78
930 - A,Atk,69
930 - A,Def,90
930 - A,Sp Atk,125
930 - A,Sp Def,109
930 - A,Spd,39
931 - A,Hp,82
931 - A,Atk,96
931 - A,Def,51
931 - A,Sp Atk,45
931 - A,Sp Def,51
931 - A,Spd,92
931 - B,Hp,82
931 - B,Atk,96
931 - B,Def,51
931 - B,Sp Atk,45
931 - B,Sp Def,51
931 - B,Spd,92
931 - C,Hp,82
931 - C,Atk,96
931 - C,Def,51
931 - C,Sp Atk,45
931 - C,Sp Def,51
931 - C,Spd,92
931 - D,Hp,82
931 - D,Atk,96
931 - D,Def,51
931 - D,Sp Atk,45
931 - D,Sp Def,51
931 - D,Spd,92
932 - A,Hp,55
932 - A,Atk,55
932 - A,Def,75
932 - A,Sp Atk,35
932 - A,Sp Def,35
932 - A,Spd,25
933 - A,Hp,60
933 - A,Atk,60
933 - A,Def,100
933 - A,Sp Atk,35
933 - A,Sp Def,65
933 - A,Spd,35
934 - A,Hp,100
934 - A,Atk,100
934 - A,Def,130
934 - A,Sp Atk,45
934 - A,Sp Def,90
934 - A,Spd,35
935 - A,Hp,40
935 - A,Atk,50
935 - A,Def,40
935 - A,Sp Atk,50
935 - A,Sp Def,40
935 - A,Spd,35
936 - A,Hp,85
936 - A,Atk,60
936 - A,Def,100
936 - A,Sp Atk,125
936 - A,Sp Def,80
936 - A,Spd,75
937 - A,Hp,75
937 - A,Atk,125
937 - A,Def,80
937 - A,Sp Atk,60
937 - A,Sp Def,100
937 - A,Spd,85
938 - A,Hp,61
938 - A,Atk,31
938 - A,Def,41
938 - A,Sp Atk,59
938 - A,Sp Def,35
938 - A,Spd,45
939 - A,Hp,109
939 - A,Atk,64
939 - A,Def,91
939 - A,Sp Atk,103
939 - A,Sp Def,83
939 - A,Spd,45
940 - A,Hp,40
940 - A,Atk,40
940 - A,Def,35
940 - A,Sp Atk,55
940 - A,Sp Def,40
940 - A,Spd,70
941 - A,Hp,70
941 - A,Atk,70
941 - A,Def,60
941 - A,Sp Atk,105
941 - A,Sp Def,60
941 - A,Spd,125
942 - A,Hp,60
942 - A,Atk,78
942 - A,Def,60
942 - A,Sp Atk,40
942 - A,Sp Def,51
942 - A,Spd,51
943 - A,Hp,80
943 - A,Atk,120
943 - A,Def,90
943 - A,Sp Atk,60
943 - A,Sp Def,70
943 - A,Spd,85
944 - A,Hp,40
944 - A,Atk,65
944 - A,Def,35
944 - A,Sp Atk,40
944 - A,Sp Def,35
944 - A,Spd,75
945 - A,Hp,63
945 - A,Atk,95
945 - A,Def,65
945 - A,Sp Atk,80
945 - A,Sp Def,72
945 - A,Spd,110
946 - A,Hp,40
946 - A,Atk,65
946 - A,Def,30
946 - A,Sp Atk,45
946 - A,Sp Def,35
946 - A,Spd,60
947 - A,Hp,55
947 - A,Atk,115
947 - A,Def,70
947 - A,Sp Atk,80
947 - A,Sp Def,70
947 - A,Spd,90
948 - A,Hp,40
948 - A,Atk,40
948 - A,Def,35
948 - A,Sp Atk,50
948 - A,Sp Def,100
948 - A,Spd,70
949 - A,Hp,80
949 - A,Atk,70
949 - A,Def,65
949 - A,Sp Atk,80
949 - A,Sp Def,120
949 - A,Spd,100
950 - A,Hp,70
950 - A,Atk,100
950 - A,Def,115
950 - A,Sp Atk,35
950 - A,Sp Def,55
950 - A,Spd,75
951 - A,Hp,50
951 - A,Atk,62
951 - A,Def,40
951 - A,Sp Atk,62
951 - A,Sp Def,40
951 - A,Spd,50
952 - A,Hp,65
952 - A,Atk,108
952 - A,Def,65
952 - A,Sp Atk,108
952 - A,Sp Def,65
952 - A,Spd,75
953 - A,Hp,41
953 - A,Atk,50
953 - A,Def,60
953 - A,Sp Atk,31
953 - A,Sp Def,58
953 - A,Spd,30
954 - A,Hp,75
954 - A,Atk,50
954 - A,Def,85
954 - A,Sp Atk,115
954 - A,Sp Def,100
954 - A,Spd,45
955 - A,Hp,30
955 - A,Atk,35
955 - A,Def,30
955 - A,Sp Atk,55
955 - A,Sp Def,30
955 - A,Spd,75
956 - A,Hp,95
956 - A,Atk,60
956 - A,Def,60
956 - A,Sp Atk,101
956 - A,Sp Def,60
956 - A,Spd,105
957 - A,Hp,50
957 - A,Atk,45
957 - A,Def,45
957 - A,Sp Atk,35
957 - A,Sp Def,64
957 - A,Spd,58
958 - A,Hp,65
958 - A,Atk,55
958 - A,Def,55
958 - A,Sp Atk,45
958 - A,Sp Def,82
958 - A,Spd,78
959 - A,Hp,85
959 - A,Atk,75
959 - A,Def,77
959 - A,Sp Atk,70
959 - A,Sp Def,105
959 - A,Spd,94
960 - A,Hp,10
960 - A,Atk,55
960 - A,Def,25
960 - A,Sp Atk,35
960 - A,Sp Def,25
960 - A,Spd,95
961 - A,Hp,35
961 - A,Atk,100
961 - A,Def,50
961 - A,Sp Atk,50
961 - A,Sp Def,70
961 - A,Spd,120
962 - A,Hp,70
962 - A,Atk,103
962 - A,Def,85
962 - A,Sp Atk,60
962 - A,Sp Def,85
962 - A,Spd,82
963 - A,Hp,70
963 - A,Atk,45
963 - A,Def,40
963 - A,Sp Atk,45
963 - A,Sp Def,40
963 - A,Spd,75
964 - A,Hp,100
964 - A,Atk,70
964 - A,Def,72
964 - A,Sp Atk,53
964 - A,Sp Def,62
964 - A,Spd,100
964 - B,Hp,100
964 - B,Atk,160
964 - B,Def,97
964 - B,Sp Atk,106
964 - B,Sp Def,87
964 - B,Spd,100
965 - A,Hp,45
965 - A,Atk,70
965 - A,Def,63
965 - A,Sp Atk,30
965 - A,Sp Def,45
965 - A,Spd,47
966 - A,Hp,80
966 - A,Atk,119
966 - A,Def,90
966 - A,Sp Atk,54
966 - A,Sp Def,67
966 - A,Spd,90
967 - A,Hp,70
967 - A,Atk,95
967 - A,Def,65
967 - A,Sp Atk,85
967 - A,Sp Def,65
967 - A,Spd,121
968 - A,Hp,70
968 - A,Atk,85
968 - A,Def,145
968 - A,Sp Atk,60
968 - A,Sp Def,55
968 - A,Spd,65
969 - A,Hp,48
969 - A,Atk,35
969 - A,Def,42
969 - A,Sp Atk,105
969 - A,Sp Def,60
969 - A,Spd,60
970 - A,Hp,83
970 - A,Atk,55
970 - A,Def,90
970 - A,Sp Atk,130
970 - A,Sp Def,81
970 - A,Spd,86
971 - A,Hp,50
971 - A,Atk,61
971 - A,Def,60
971 - A,Sp Atk,30
971 - A,Sp Def,55
971 - A,Spd,34
972 - A,Hp,72
972 - A,Atk,101
972 - A,Def,100
972 - A,Sp Atk,50
972 - A,Sp Def,97
972 - A,Spd,68
973 - A,Hp,82
973 - A,Atk,115
973 - A,Def,74
973 - A,Sp Atk,75
973 - A,Sp Def,64
973 - A,Spd,90
974 - A,Hp,108
974 - A,Atk,68
974 - A,Def,45
974 - A,Sp Atk,30
974 - A,Sp Def,40
974 - A,Spd,43
975 - A,Hp,170
975 - A,Atk,113
975 - A,Def,65
975 - A,Sp Atk,45
975 - A,Sp Def,55
975 - A,Spd,73
976 - A,Hp,90
976 - A,Atk,102
976 - A,Def,73
976 - A,Sp Atk,78
976 - A,Sp Def,65
976 - A,Spd,70
977 - A,Hp,150
977 - A,Atk,100
977 - A,Def,115
977 - A,Sp Atk,65
977 - A,Sp Def,65
977 - A,Spd,35
978 - A,Hp,68
978 - A,Atk,50
978 - A,Def,60
978 - A,Sp Atk,120
978 - A,Sp Def,95
978 - A,Spd,82
978 - B,Hp,68
978 - B,Atk,50
978 - B,Def,60
978 - B,Sp Atk,120
978 - B,Sp Def,95
978 - B,Spd,82
978 - C,Hp,68
978 - C,Atk,50
978 - C,Def,60
978 - C,Sp Atk,120
978 - C,Sp Def,95
978 - C,Spd,82
979 - A,Hp,110
979 - A,Atk,115
979 - A,Def,80
979 - A,Sp Atk,50
979 - A,Sp Def,90
979 - A,Spd,90
980 - A,Hp,130
980 - A,Atk,75
980 - A,Def,60
980 - A,Sp Atk,45
980 - A,Sp Def,100
980 - A,Spd,20
981 - A,Hp,120
981 - A,Atk,90
981 - A,Def,70
981 - A,Sp Atk,110
981 - A,Sp Def,70
981 - A,Spd,60
982 - A,Hp,125
982 - A,Atk,100
982 - A,Def,80
982 - A,Sp Atk,85
982 - A,Sp Def,75
982 - A,Spd,55
982 - B,Hp,125
982 - B,Atk,100
982 - B,Def,80
982 - B,Sp Atk,85
982 - B,Sp Def,75
982 - B,Spd,55
983 - A,Hp,100
983 - A,Atk,135
983 - A,Def,120
983 - A,Sp Atk,60
983 - A,Sp Def,85
983 - A,Spd,50
984 - A,Hp,115
984 - A,Atk,131
984 - A,Def,131
984 - A,Sp Atk,53
984 - A,Sp Def,53
984 - A,Spd,87
985 - A,Hp,115
985 - A,Atk,65
985 - A,Def,99
985 - A,Sp Atk,65
985 - A,Sp Def,115
985 - A,Spd,111
986 - A,Hp,111
986 - A,Atk,127
986 - A,Def,99
986 - A,Sp Atk,79
986 - A,Sp Def,99
986 - A,Spd,55
987 - A,Hp,55
987 - A,Atk,55
987 - A,Def,55
987 - A,Sp Atk,135
987 - A,Sp Def,135
987 - A,Spd,135
988 - A,Hp,85
988 - A,Atk,135
988 - A,Def,79
988 - A,Sp Atk,85
988 - A,Sp Def,105
988 - A,Spd,81
989 - A,Hp,85
989 - A,Atk,81
989 - A,Def,97
989 - A,Sp Atk,121
989 - A,Sp Def,85
989 - A,Spd,101
990 - A,Hp,90
990 - A,Atk,112
990 - A,Def,120
990 - A,Sp Atk,72
990 - A,Sp Def,70
990 - A,Spd,106
991 - A,Hp,56
991 - A,Atk,80
991 - A,Def,114
991 - A,Sp Atk,124
991 - A,Sp Def,60
991 - A,Spd,136
992 - A,Hp,154
992 - A,Atk,140
992 - A,Def,108
992 - A,Sp Atk,50
992 - A,Sp Def,68
992 - A,Spd,50
993 - A,Hp,94
993 - A,Atk,80
993 - A,Def,86
993 - A,Sp Atk,122
993 - A,Sp Def,80
993 - A,Spd,108
994 - A,Hp,80
994 - A,Atk,70
994 - A,Def,60
994 - A,Sp Atk,140
994 - A,Sp Def,110
994 - A,Spd,110
995 - A,Hp,100
995 - A,Atk,134
995 - A,Def,110
995 - A,Sp Atk,70
995 - A,Sp Def,84
995 - A,Spd,72
996 - A,Hp,65
996 - A,Atk,75
996 - A,Def,45
996 - A,Sp Atk,35
996 - A,Sp Def,45
996 - A,Spd,55
997 - A,Hp,90
997 - A,Atk,95
997 - A,Def,66
997 - A,Sp Atk,45
997 - A,Sp Def,65
997 - A,Spd,62
998 - A,Hp,115
998 - A,Atk,145
998 - A,Def,92
998 - A,Sp Atk,75
998 - A,Sp Def,86
998 - A,Spd,87
999 - A,Hp,45
999 - A,Atk,30
999 - A,Def,70
999 - A,Sp Atk,75
999 - A,Sp Def,70
999 - A,Spd,10
999 - B,Hp,45
999 - B,Atk,30
999 - B,Def,25
999 - B,Sp Atk,75
999 - B,Sp Def,45
999 - B,Spd,80
1000 - A,Hp,87
1000 - A,Atk,60
1000 - A,Def,95
1000 - A,Sp Atk,133
1000 - A,Sp Def,91
1000 - A,Spd,84
1001 - A,Hp,85
1001 - A,Atk,85
1001 - A,Def,100
1001 - A,Sp Atk,95
1001 - A,Sp Def,135
1001 - A,Spd,70
1002 - A,Hp,80
1002 - A,Atk,120
1002 - A,Def,80
1002 - A,Sp Atk,90
1002 - A,Sp Def,65
1002 - A,Spd,135
1003 - A,Hp,155
1003 - A,Atk,110
1003 - A,Def,125
1003 - A,Sp Atk,55
1003 - A,Sp Def,80
1003 - A,Spd,45
1004 - A,Hp,55
1004 - A,Atk,80
1004 - A,Def,80
1004 - A,Sp Atk,135
1004 - A,Sp Def,120
1004 - A,Spd,100
1005 - A,Hp,105
1005 - A,Atk,139
1005 - A,Def,71
1005 - A,Sp Atk,55
1005 - A,Sp Def,101
1005 - A,Spd,119
1006 - A,Hp,74
1006 - A,Atk,130
1006 - A,Def,90
1006 - A,Sp Atk,120
1006 - A,Sp Def,60
1006 - A,Spd,116
1007 - A,Hp,100
1007 - A,Atk,135
1007 - A,Def,115
1007 - A,Sp Atk,85
1007 - A,Sp Def,100
1007 - A,Spd,135
1007 - B,Hp,100
1007 - B,Atk,135
1007 - B,Def,115
1007 - B,Sp Atk,85
1007 - B,Sp Def,100
1007 - B,Spd,135
1007 - C,Hp,100
1007 - C,Atk,135
1007 - C,Def,115
1007 - C,Sp Atk,85
1007 - C,Sp Def,100
1007 - C,Spd,135
1007 - D,Hp,100
1007 - D,Atk,135
1007 - D,Def,115
1007 - D,Sp Atk,85
1007 - D,Sp Def,100
1007 - D,Spd,135
1007 - E,Hp,100
1007 - E,Atk,135
1007 - E,Def,115
1007 - E,Sp Atk,85
1007 - E,Sp Def,100
1007 - E,Spd,135
1008 - A,Hp,100
1008 - A,Atk,85
1008 - A,Def,100
1008 - A,Sp Atk,135
1008 - A,Sp Def,115
1008 - A,Spd,135
1008 - B,Hp,100
1008 - B,Atk,85
1008 - B,Def,100
1008 - B,Sp Atk,135
1008 - B,Sp Def,115
1008 - B,Spd,135
1008 - C,Hp,100
1008 - C,Atk,85
1008 - C,Def,100
1008 - C,Sp Atk,135
1008 - C,Sp Def,115
1008 - C,Spd,135
1008 - D,Hp,100
1008 - D,Atk,85
1008 - D,Def,100
1008 - D,Sp Atk,135
1008 - D,Sp Def,115
1008 - D,Spd,135
1008 - E,Hp,100
1008 - E,Atk,85
1008 - E,Def,100
1008 - E,Sp Atk,135
1008 - E,Sp Def,115
1008 - E,Spd,135
1009 - A,Hp,99
1009 - A,Atk,83
1009 - A,Def,91
1009 - A,Sp Atk,125
1009 - A,Sp Def,83
1009 - A,Spd,109
1010 - A,Hp,90
1010 - A,Atk,130
1010 - A,Def,88
1010 - A,Sp Atk,70
1010 - A,Sp Def,108
1010 - A,Spd,104
1011 - A,Hp,80
1011 - A,Atk,80
1011 - A,Def,110
1011 - A,Sp Atk,95
1011 - A,Sp Def,80
1011 - A,Spd,40
1012 - A,Hp,40
1012 - A,Atk,45
1012 - A,Def,45
1012 - A,Sp Atk,74
1012 - A,Sp Def,54
1012 - A,Spd,50
1013 - A,Hp,71
1013 - A,Atk,60
1013 - A,Def,106
1013 - A,Sp Atk,121
1013 - A,Sp Def,80
1013 - A,Spd,70
1014 - A,Hp,88
1014 - A,Atk,128
1014 - A,Def,115
1014 - A,Sp Atk,58
1014 - A,Sp Def,86
1014 - A,Spd,80
1015 - A,Hp,88
1015 - A,Atk,75
1015 - A,Def,66
1015 - A,Sp Atk,130
1015 - A,Sp Def,90
1015 - A,Spd,106
1016 - A,Hp,88
1016 - A,Atk,91
1016 - A,Def,82
1016 - A,Sp Atk,70
1016 - A,Sp Def,125
1016 - A,Spd,99
1017 - A,Hp,80
1017 - A,Atk,120
1017 - A,Def,84
1017 - A,Sp Atk,60
1017 - A,Sp Def,96
1017 - A,Spd,110
1017 - B,Hp,80
1017 - B,Atk,120
1017 - B,Def,84
1017 - B,Sp Atk,60
1017 - B,Sp Def,96
1017 - B,Spd,110
1017 - C,Hp,80
1017 - C,Atk,120
1017 - C,Def,84
1017 - C,Sp Atk,60
1017 - C,Sp Def,96
1017 - C,Spd,110
1017 - D,Hp,80
1017 - D,Atk,120
1017 - D,Def,84
1017 - D,Sp Atk,60
1017 - D,Sp Def,96
1017 - D,Spd,110
1018 - A,Hp,90
1018 - A,Atk,105
1018 - A,Def,130
1018 - A,Sp Atk,125
1018 - A,Sp Def,65
1018 - A,Spd,85
1019 - A,Hp,106
1019 - A,Atk,80
1019 - A,Def,110
1019 - A,Sp Atk,120
1019 - A,Sp Def,80
1019 - A,Spd,44
1020 - A,Hp,105
1020 - A,Atk,115
1020 - A,Def,121
1020 - A,Sp Atk,65
1020 - A,Sp Def,93
1020 - A,Spd,91
1021 - A,Hp,125
1021 - A,Atk,73
1021 - A,Def,91
1021 - A,Sp Atk,137
1021 - A,Sp Def,89
1021 - A,Spd,75
1022 - A,Hp,90
1022 - A,Atk,120
1022 - A,Def,80
1022 - A,Sp Atk,68
1022 - A,Sp Def,108
1022 - A,Spd,124
1023 - A,Hp,90
1023 - A,Atk,72
1023 - A,Def,100
1023 - A,Sp Atk,122
1023 - A,Sp Def,108
1023 - A,Spd,98
1024 - A,Hp,90
1024 - A,Atk,65
1024 - A,Def,85
1024 - A,Sp Atk,65
1024 - A,Sp Def,85
1024 - A,Spd,60
1024 - B,Hp,95
1024 - B,Atk,95
1024 - B,Def,110
1024 - B,Sp Atk,105
1024 - B,Sp Def,110
1024 - B,Spd,85
1024 - C,Hp,160
1024 - C,Atk,105
1024 - C,Def,110
1024 - C,Sp Atk,130
1024 - C,Sp Def,110
1024 - C,Spd,85
1025 - A,Hp,88
1025 - A,Atk,88
1025 - A,Def,160
1025 - A,Sp Atk,88
1025 - A,Sp Def,88
1025 - A,Spd,88
