IdForm,FormPokemon,Url_ImgPokemonForm,Description,Size (cm),Weight (kg),Ability
0302-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,"Se oculta en cavernas oscuras. De tanto comer gemas, sus ojos son piedras preciosas.",50,11,"Vista Lince, Rezagado, Bromista"
0302-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Sableye.png,"Debido a la energía de la megaevolución, la gema de su pecho se ha agrandado y desprendido desgarrándole la piel.",50,161,Espejo mágico
0303-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,Engaña con su aspecto dócil; hace que el rival se confíe y le da un mordisco con sus enormes e implacables mandíbulas.,60,11.5,"Corte Fuerte, Intimidación, Potencia Bruta"
0303-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Mawile.png,Tiene un carácter muy agresivo. Atrapa a sus víctimas con sus dos juegos de mandíbulas y las despedaza.,100,23.5,Potencia
0304-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,"Suele vivir en lugares inaccesibles de las montañas, pero el hambre lo empuja a comer raíles y coches.",40,60,"Robustez, Cabeza Roca, Metal Pesado"
0305-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,Le encanta comer hierro. Lucha por su territorio embistiendo a sus rivales con su cuerpo de acero.,90,120,"Robustez, Cabeza Roca, Metal Pesado"
0306-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,"Hacen de toda una montaña su territorio. Cuantas más cicatrices tienen, más curtidos en disputas. ¡Mucha atención!",210,360,"Robustez, Cabeza Roca, Metal Pesado"
0306-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Aggron.png,Aggron marca una montaña entera como su territorio y acaba con todo lo que pueda ponerlo en peligro. Este Pokémon está continuamente patrullando la zona en defensa de su terreno.,220,395,Filtro
0307-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,"Se entrena en la profundidad de las montañas. Cuando aumenta su poder espiritual con meditación, levita.",60,11.2,"Energía Pura, Telepatía"
0308-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,"Evita los ataques moviéndose de forma elegante, como si bailara. Ataca dando un golpe devastador y moviéndose igual.",130,31.5,"Energía Pura, Telepatía"
0308-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Medicham.png,"Dicen que, a través de la meditación, Medicham aumenta su energía interior y agudiza su sexto sentido. Este Pokémon suele pasar desapercibido mimetizándose con el campo y las montañas.",130,31.5,Energía Pura
0309-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,Estimula sus músculos y aumenta sus reflejos con la electricidad que almacena su pelaje.,60,15.2,"Elec. Estática, Pararrayos, Menos"
0310-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,No suele aparecer ante la gente. Dicen que suele colocar su nido donde caen los rayos.,150,40.2,"Elec. Estática, Pararrayos, Menos"
0310-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Manectric.png,La megaevolución hace que se acumule en su interior más electricidad de la que es capaz de utilizar.,180,44,Íntimidación
0311-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,Anima a sus compañeros con pompones de chispas. Roba energía de los postes telefónicos.,40,4.2,"Más, Pararrayos"
0312-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,La electricidad de Minun y Plusle es buena para la circulación y para desentumecer músculos.,40,4.2,"Menos, Absorbe Elec"
0313-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,Se comunica con otros iluminando su cola por la noche. Le encanta el suave aroma de Illumise.,70,17.7,"Iluminación, Enjambre, Bromista"
0314-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,Con su dulce aroma guía a grupos de Volbeat para que tracen hasta 200 dibujos distintos en el cielo nocturno.,60,17.7,"Despiste, Cromolente, Bromista"
0315-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,"Ataca con sus manos, en las que tiene un tipo de veneno diferente en cada una. Cuanto más aroma, mejor salud tiene.",30,2,"Cura Natural, Punto Tóxico, Defensa Hoja"
0316-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,Sus sesos y corazón son diminutos; es casi todo estómago. Sus jugos gástricos disuelven lo que sea.,40,10.3,"Lodo Líquido, Viscosidad, Gula"
0317-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,Se traga cualquier cosa de una pieza. Sus poros segregan fluidos tóxicos que dañan a sus enemigos.,170,80,"Lodo Líquido, Viscosidad, Gula"
0318-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,Atacan en grupo a los barcos y los hunden a base de bocados. Habitan en los ríos de la jungla.,80,20.8,"Piel Tosca, Impulso"
0319-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,Con sus colmillos puede atravesar el acero. Nada a 120 km/h. Le llaman el Terror de los Mares.,180,88.8,"Piel Tosca, Impulso"
0319-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Sharpedo.png,Las marcas amarillas son cicatrices antiguas. La energía de la megaevolución provoca que empiecen a dolerle otra vez.,250,130.3,Mandíbula fuerte
0320-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,"Le gusta botar como una pelota de playa. Cuanta más agua de mar traga, más alto puede llegar.",200,130,"Velo Agua, Despiste, Presión"
0321-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,Puede dejar fuera de combate a sus oponentes con el impacto de su enorme cuerpo al caer en el agua tras un salto.,1450,398,"Velo Agua, Despiste, Presión"
0322-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,En su joroba almacena magma ardiente que se enfría cuando llueve y lo ralentiza.,70,24,"Despiste, Simple, Ritmo Propio"
0323-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,Los volcanes de su joroba entran en erupción cada 10 años o cuando Camerupt se enfada mucho.,190,220,"Escudo Magma, Roca Sólida, Irascible"
0323-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Camerupt.png,"Camerupt encierra un volcán en su interior y magma de 10 000 °C le recorre el cuerpo. A veces, las jorobas de la espalda entran en erupción y escupen el abrasivo magma.",250,320.5,Potencia bruta
0324-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,Trabaja sin descanso en minas en desuso localizando y extrayendo carbón.,50,80.4,"Humo Blanco, Sequía, Caparazón"
0325-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,Bota continuamente usando su cola como muelle. Salta para mantener el latido de su corazón.,70,30.6,"Sebo, Ritmo Propio, Gula"
0326-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,Las perlas negras aumentan sus poderes psíquicos. Controla las mentes de sus rivales con un extraño baile.,90,71.5,"Sebo, Ritmo Propio, Gula"
0327-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,No hay dos Spinda que tengan idénticos pelajes. Su tambaleo al bailar confunde a los rivales.,110,5,"Ritmo Propio, Tumbos, Respondón"
0328-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,"Habita desiertos áridos. Cava fosas profundas, en las que espera que caiga su presa.",70,15,"Corte Fuerte, Trampa Arena, Potencia Bruta"
0329-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,"Al agitar a gran velocidad ambas alas, emite ondas ultrasónicas que provocan fuertes dolores de cabeza.",110,15.3,Levitación
0330-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,"Su medio es el desierto. Para esconderse, levanta arena con las patas. Tiene los ojos protegidos con mallas rojas.",200,82,Levitación
0331-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,"Vive en regiones secas y con pocas lluvias. Una vez al año, le brota una flor amarilla.",40,51.3,"Velo Arena, Absorbe Agua"
0332-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,Es un Pokémon nocturno. Busca presas agotadas por el calor diurno del desierto.,130,77.4,"Velo Arena, Absorbe Agua"
0333-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,"Se desconoce el porqué, pero le encanta posarse sobre la cabeza de los humanos y fingir que es un gorro.",40,1.2,"Cura Natural, Aclimatación"
0334-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,Vuela pausadamente por el cielo azul. Su hermoso trino cautiva a todo aquel que lo escucha.,110,20.6,"Cura Natural, Aclimatación"
0334-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Altaria.png,"Altaria baila y revolotea por el cielo entre ondeantes nubes que parecen de algodón. Al entonar melodías con su voz cristalina, este Pokémon deja a sus oyentes embobados y admirados.",150,20.6,Piel feérica
0335-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,Hace muchos años que se enfrenta a Seviper. Su arma más eficaz son sus zarpas afiladas.,130,40.3,"Inmunidad, Ímpetu Tóxico"
0336-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,"Hace frente a Zangoose con su agilidad y su afilada cola, que está cargada con un veneno letal.",270,52.5,"Mudar, Allanamiento"
0337-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,"Se piensa que está muy influido por las fases lunares, ya que solo actúa en noches de luna llena.",100,168,Levitación
0338-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,"Usa el sol como fuente de energía, por lo que es más poderoso de día. Brilla al rotar.",120,154,Levitación
0339-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,Recubre su cuerpo de una película viscosa que le permite escapar si alguien lo agarra.,40,1.9,"Despiste, Anticipación, Hidratación"
0340-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,"Habita en grandes pantanos. Si se acerca un enemigo, se alborota y causa temblores monumentales.",90,23.6,"Despiste, Anticipación, Hidratación"
0341-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,"Por sucio o contaminado que esté el río, se adaptan rápido y se multiplican. Poseen una gran fuerza vital.",60,11.5,"Corte Fuerte, Caparazón, Adaptable"
0342-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,Este malandrín usa sus pinzas para atosigar y expulsar a los otros Pokémon que viven en su estanque.,110,32.8,"Corte Fuerte, Caparazón, Adaptable"
0343-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,Se mueve girando sobre su eje. También se le puede ver girando cabeza abajo.,50,21.5,Levitación
0344-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,Este Pokémon es una vieja figurilla de barro que cobró vida mediante la exposición a extraños rayos de luz.,150,108,Levitación
0345-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,Se extinguió hace 100 millones de años. Sus tentáculos parecen pétalos para atraer a sus presas.,100,23.8,"Ventosas, Colector"
0346-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,Vive en el fondo de los mares de aguas templadas. Emerge para cazar cuando baja la marea.,150,60.4,"Ventosas, Colector"
0347-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,"Es una especie de Pokémon predecesor. Estira las pinzas para cazar a sus presas, que se esconden en las rocas del mar.",70,12.5,"Armadura Batalla, Nado Rápido"
0348-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,Ensarta a sus presas con sus gigantescas garras elásticas. Una fuerte coraza cubre su cuerpo.,150,68.2,"Armadura Batalla, Nado Rápido"
0349-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,"Come de todo, por lo que puede vivir en aguas contaminadas. Nadie le presta atención.",60,7.4,"Nado Rápido, Despiste, Adaptable"
0350-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,"Milotic es impresionantemente bello. Quienes lo ven, temen perder las ganas de luchar contra él.",620,162,"Escama Especial, Tenacidad, Gran Encanto"
0351-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,Sus células son muy sensibles a los cambios de temperatura y humedad y se adapta sin problema.,30,0.8,Predicción
0351-B,B - Sunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png,Sus células son muy sensibles a los cambios de temperatura y humedad y se adapta sin problema.,30,0.8,Predicción
0351-C,C - Rainy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png,Sus células son muy sensibles a los cambios de temperatura y humedad y se adapta sin problema.,30,0.8,Predicción
0351-D,D - Snowy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png,Sus células son muy sensibles a los cambios de temperatura y humedad y se adapta sin problema.,30,0.8,Predicción
0352-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,"Puede mudar el color de su cuerpo a voluntad, pero el dibujo en zigzag de su panza nunca desaparece.",100,22,"Cambio Color, Mutatipo"
0353-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,Dicen que con su cuerno se alimenta de sentimientos de celos y envidia. Es muy activo a medianoche.,60,2.3,"Insomnio, Cacheo, Cuerpo Maldito"
